datetime,wind_federal_dayaheadforecast,wind_Flanders_dayaheadforecast,wind_Wallonia_dayaheadforecast,day_ahead_load,Solar_day_ahead_forecasted
2023-10-27T21:00:00+00:00,100.5,66.5,15.7,8350.89,0.0
2023-10-27T20:45:00+00:00,101.4,66.8,15.5,8490.74,0.0
2023-10-27T20:30:00+00:00,102.0,66.9,15.4,8624.85,0.0
2023-10-27T20:15:00+00:00,102.4,67.0,15.3,8792.14,0.0
2023-10-27T20:00:00+00:00,102.5,67.2,15.0,8857.2,0.0
2023-10-27T19:45:00+00:00,102.6,66.9,14.8,8973.51,0.0
2023-10-27T19:30:00+00:00,103.0,67.1,14.7,9026.19,0.0
2023-10-27T19:15:00+00:00,103.3,67.0,14.5,9070.3,0.0
2023-10-27T19:00:00+00:00,104.5,67.1,14.4,9063.85,0.0
2023-10-27T18:45:00+00:00,106.5,67.1,14.3,9187.84,0.0
2023-10-27T18:30:00+00:00,106.9,67.1,14.1,9355.85,0.0
2023-10-27T18:15:00+00:00,106.8,67.0,14.1,9494.14,0.0
2023-10-27T18:00:00+00:00,105.9,67.5,14.1,9613.16,0.0
2023-10-27T17:45:00+00:00,103.4,67.6,14.2,9767.51,0.0
2023-10-27T17:30:00+00:00,102.3,67.8,14.3,9882.89,0.0
2023-10-27T17:15:00+00:00,101.2,68.1,14.3,10021.37,0.0
2023-10-27T17:00:00+00:00,101.2,68.6,14.3,10270.18,0.0
2023-10-27T16:45:00+00:00,102.5,68.5,14.5,10327.22,0.0
2023-10-27T16:30:00+00:00,101.8,68.8,14.4,10313.16,0.0
2023-10-27T16:15:00+00:00,99.7,69.2,14.5,10384.35,0.0
2023-10-27T16:00:00+00:00,97.0,69.5,14.4,10319.31,0.0
2023-10-27T15:45:00+00:00,92.6,69.8,14.4,10273.09,4.261
2023-10-27T15:30:00+00:00,89.3,70.5,14.4,10245.32,23.536
2023-10-27T15:15:00+00:00,86.2,71.2,14.5,10201.67,59.057
2023-10-27T15:00:00+00:00,82.8,71.7,14.7,10078.86,106.998
2023-10-27T14:45:00+00:00,78.9,72.1,14.8,9998.69,163.577
2023-10-27T14:30:00+00:00,75.5,72.8,15.0,9847.75,225.723
2023-10-27T14:15:00+00:00,72.8,73.2,15.0,9768.63,294.711
2023-10-27T14:00:00+00:00,70.3,74.1,15.2,9769.95,366.82
2023-10-27T13:45:00+00:00,68.1,75.2,15.4,9692.74,436.133
2023-10-27T13:30:00+00:00,65.9,75.8,15.7,9665.24,479.636
2023-10-27T13:15:00+00:00,64.0,76.5,15.8,9664.92,490.099
2023-10-27T13:00:00+00:00,62.3,77.1,16.1,9705.3,490.026
2023-10-27T12:45:00+00:00,60.3,78.2,16.7,9740.34,484.476
2023-10-27T12:30:00+00:00,58.9,78.7,16.9,9778.22,485.296
2023-10-27T12:15:00+00:00,57.8,79.1,17.2,9832.72,491.047
2023-10-27T12:00:00+00:00,57.6,79.2,17.3,9789.25,494.317
2023-10-27T11:45:00+00:00,58.0,79.0,17.6,9862.27,497.271
2023-10-27T11:30:00+00:00,57.8,78.9,17.8,9923.19,500.981
2023-10-27T11:15:00+00:00,57.5,78.3,17.8,9971.84,502.753
2023-10-27T11:00:00+00:00,56.5,77.6,17.7,10019.45,502.353
2023-10-27T10:45:00+00:00,55.4,76.7,17.6,10126.1,500.935
2023-10-27T10:30:00+00:00,54.2,76.1,17.6,10127.31,483.166
2023-10-27T10:15:00+00:00,53.3,75.2,17.5,10175.21,451.702
2023-10-27T10:00:00+00:00,52.6,74.3,17.5,10214.46,419.563
2023-10-27T09:45:00+00:00,51.7,73.3,17.6,10199.05,389.185
2023-10-27T09:30:00+00:00,50.9,72.4,17.5,10209.27,351.77
2023-10-27T09:15:00+00:00,50.1,71.7,17.3,10320.0,310.557
2023-10-27T09:00:00+00:00,49.5,70.4,17.2,10494.81,274.387
2023-10-27T08:45:00+00:00,49.8,69.5,16.9,10448.2,243.528
2023-10-27T08:30:00+00:00,49.0,68.3,16.8,10418.43,219.541
2023-10-27T08:15:00+00:00,47.9,67.4,16.6,10365.14,201.364
2023-10-27T08:00:00+00:00,45.8,66.8,16.4,10356.17,183.014
2023-10-27T07:45:00+00:00,41.9,65.7,16.3,10376.32,162.031
2023-10-27T07:30:00+00:00,40.3,64.9,16.1,10383.15,137.049
2023-10-27T07:15:00+00:00,40.5,64.3,15.8,10490.84,109.651
2023-10-27T07:00:00+00:00,41.7,63.5,15.6,10291.4,85.09
2023-10-27T06:45:00+00:00,44.1,62.7,15.3,10318.61,64.428
2023-10-27T06:30:00+00:00,45.8,62.1,15.0,10290.51,47.784
2023-10-27T06:15:00+00:00,47.5,61.5,14.7,10235.21,33.758
2023-10-27T06:00:00+00:00,47.6,61.1,14.4,10229.27,21.322
2023-10-27T05:45:00+00:00,44.8,77.8,14.2,10167.65,10.822
2023-10-27T05:30:00+00:00,46.7,77.4,13.8,10072.95,3.189
2023-10-27T05:15:00+00:00,51.5,77.1,13.5,10011.59,0.091
2023-10-27T05:00:00+00:00,63.0,76.7,13.2,9932.72,0.0
2023-10-27T04:45:00+00:00,85.1,76.4,12.8,9849.76,0.0
2023-10-27T04:30:00+00:00,96.7,76.4,12.5,9662.73,0.0
2023-10-27T04:15:00+00:00,101.9,75.9,12.2,9442.5,0.0
2023-10-27T04:00:00+00:00,103.8,75.7,11.9,9144.84,0.0
2023-10-27T03:45:00+00:00,98.4,75.2,11.5,8862.2,0.0
2023-10-27T03:30:00+00:00,97.7,74.8,11.3,8599.04,0.0
2023-10-27T03:15:00+00:00,99.4,74.3,10.9,8371.28,0.0
2023-10-27T03:00:00+00:00,100.8,74.1,10.7,8055.0,0.0
2023-10-27T02:45:00+00:00,101.7,73.6,10.4,7912.07,0.0
2023-10-27T02:30:00+00:00,104.2,73.3,10.2,7808.91,0.0
2023-10-27T02:15:00+00:00,107.9,73.3,9.9,7727.77,0.0
2023-10-27T02:00:00+00:00,111.8,73.2,9.6,7519.87,0.0
2023-10-27T01:45:00+00:00,116.4,72.6,9.3,7482.65,0.0
2023-10-27T01:30:00+00:00,122.4,72.3,9.1,7453.94,0.0
2023-10-27T01:15:00+00:00,130.0,72.9,8.9,7415.9,0.0
2023-10-27T01:00:00+00:00,138.2,74.0,8.8,7342.25,0.0
2023-10-27T00:45:00+00:00,145.5,75.0,8.6,7343.85,0.0
2023-10-27T00:30:00+00:00,157.6,76.8,8.6,7354.21,0.0
2023-10-27T00:15:00+00:00,174.2,78.3,8.9,7371.0,0.0
2023-10-27T00:00:00+00:00,190.9,80.9,9.1,7369.37,0.0
2023-10-26T23:45:00+00:00,205.1,84.8,9.3,7376.73,0.0
2023-10-26T23:30:00+00:00,230.2,87.7,10.0,7408.24,0.0
2023-10-26T23:15:00+00:00,261.7,89.7,10.8,7439.15,0.0
2023-10-26T23:00:00+00:00,304.1,91.7,12.0,7512.14,0.0
2023-10-26T22:45:00+00:00,363.9,110.8,15.3,7604.44,0.0
2023-10-26T22:30:00+00:00,410.8,113.7,16.6,7697.74,0.0
2023-10-26T22:15:00+00:00,450.8,117.0,17.5,7788.87,0.0
2023-10-26T22:00:00+00:00,489.9,119.7,18.4,7862.18,0.0
2023-10-26T21:45:00+00:00,525.1,122.8,18.9,7945.55,0.0
2023-10-26T21:30:00+00:00,562.5,125.7,19.6,8048.04,0.0
2023-10-26T21:15:00+00:00,600.9,128.3,20.3,8202.53,0.0
2023-10-26T21:00:00+00:00,639.9,130.9,20.7,8351.65,0.0
2023-10-26T20:45:00+00:00,682.0,133.1,21.2,8491.51,0.0
2023-10-26T20:30:00+00:00,719.3,135.2,21.6,8625.63,0.0
2023-10-26T20:15:00+00:00,753.5,137.3,22.0,8792.94,0.0
2023-10-26T20:00:00+00:00,786.0,139.4,22.3,8892.12,0.0
2023-10-26T19:45:00+00:00,816.4,141.2,22.6,9008.88,0.0
2023-10-26T19:30:00+00:00,845.7,142.8,22.8,9061.77,0.0
2023-10-26T19:15:00+00:00,873.2,144.7,23.3,9106.05,0.0
2023-10-26T19:00:00+00:00,899.9,146.8,23.6,9149.79,0.0
2023-10-26T18:45:00+00:00,925.4,148.7,24.0,9274.96,0.0
2023-10-26T18:30:00+00:00,948.3,150.4,24.6,9444.56,0.0
2023-10-26T18:15:00+00:00,969.4,152.5,25.0,9584.16,0.0
2023-10-26T18:00:00+00:00,985.6,154.1,25.5,9695.01,0.0
2023-10-26T17:45:00+00:00,993.3,155.8,25.9,9850.67,0.0
2023-10-26T17:30:00+00:00,1009.5,157.2,26.6,9967.03,0.0
2023-10-26T17:15:00+00:00,1030.8,159.1,27.5,10106.69,0.0
2023-10-26T17:00:00+00:00,1053.7,160.7,28.6,10339.86,0.0
2023-10-26T16:45:00+00:00,1079.5,161.9,29.8,10397.29,0.0
2023-10-26T16:30:00+00:00,1106.3,163.1,30.9,10383.13,0.0
2023-10-26T16:15:00+00:00,1134.0,164.1,32.2,10454.8,0.0
2023-10-26T16:00:00+00:00,1164.0,165.0,33.6,10385.26,0.0
2023-10-26T15:45:00+00:00,1197.0,166.0,35.2,10338.74,4.802
2023-10-26T15:30:00+00:00,1229.5,167.0,36.8,10310.8,21.848
2023-10-26T15:15:00+00:00,1262.1,168.3,38.3,10266.87,49.939
2023-10-26T15:00:00+00:00,1296.3,169.7,39.9,10212.56,88.1
2023-10-26T14:45:00+00:00,1332.3,170.9,41.5,10131.32,133.443
2023-10-26T14:30:00+00:00,1367.5,172.0,43.1,9978.38,183.049
2023-10-26T14:15:00+00:00,1402.3,173.4,44.6,9898.22,237.906
2023-10-26T14:00:00+00:00,1438.3,174.4,46.2,9829.16,296.243
2023-10-26T13:45:00+00:00,1477.7,175.8,47.9,9751.48,352.244
2023-10-26T13:30:00+00:00,1512.7,177.0,49.3,9723.81,390.804
2023-10-26T13:15:00+00:00,1544.8,178.2,50.6,9723.49,409.93
2023-10-26T13:00:00+00:00,1576.0,179.6,51.9,9774.08,420.982
2023-10-26T12:45:00+00:00,1606.0,181.2,53.2,9809.38,425.758
2023-10-26T12:30:00+00:00,1634.0,182.3,54.2,9847.52,444.401
2023-10-26T12:15:00+00:00,1658.1,182.8,55.0,9902.41,476.382
2023-10-26T12:00:00+00:00,1685.3,183.3,55.6,9840.93,506.939
2023-10-26T11:45:00+00:00,1719.8,183.7,56.2,9914.33,537.568
2023-10-26T11:30:00+00:00,1737.2,183.7,56.4,9975.57,572.624
2023-10-26T11:15:00+00:00,1743.2,183.6,56.4,10024.47,611.641
2023-10-26T11:00:00+00:00,1738.0,183.3,55.9,10032.92,653.242
2023-10-26T10:45:00+00:00,1714.7,182.1,54.7,10139.72,704.65
2023-10-26T10:30:00+00:00,1700.1,181.4,54.0,10140.93,757.159
2023-10-26T10:15:00+00:00,1689.5,180.6,53.4,10188.89,805.062
2023-10-26T10:00:00+00:00,1675.9,180.2,52.6,10150.09,847.484
2023-10-26T09:45:00+00:00,1660.0,179.5,51.8,10134.78,887.078
2023-10-26T09:30:00+00:00,1644.3,178.6,51.0,10144.93,896.647
2023-10-26T09:15:00+00:00,1627.9,177.9,50.5,10254.97,883.24
2023-10-26T09:00:00+00:00,1610.8,177.4,50.0,10397.21,882.453
2023-10-26T08:45:00+00:00,1592.5,176.7,49.7,10351.03,890.37
2023-10-26T08:30:00+00:00,1573.3,176.1,49.2,10321.54,883.898
2023-10-26T08:15:00+00:00,1553.5,175.4,48.8,10268.74,874.092
2023-10-26T08:00:00+00:00,1532.3,174.7,48.5,10263.72,868.064
2023-10-26T07:45:00+00:00,1510.2,174.0,48.3,10283.69,840.037
2023-10-26T07:30:00+00:00,1487.6,173.5,48.0,10290.46,757.54
2023-10-26T07:15:00+00:00,1464.9,172.7,47.7,10397.19,642.315
2023-10-26T07:00:00+00:00,1440.8,172.0,47.4,10341.19,531.979
2023-10-26T06:45:00+00:00,1414.9,171.1,47.1,10368.53,432.829
2023-10-26T06:30:00+00:00,1390.5,170.8,46.7,10340.3,330.446
2023-10-26T06:15:00+00:00,1367.4,170.2,46.4,10284.72,226.599
2023-10-26T06:00:00+00:00,1342.6,169.6,46.0,10285.23,137.57
2023-10-26T05:45:00+00:00,1313.6,169.2,45.4,10223.27,66.098
2023-10-26T05:30:00+00:00,1291.6,168.8,45.1,10128.05,19.068
2023-10-26T05:15:00+00:00,1274.4,168.2,44.7,10066.35,0.951
2023-10-26T05:00:00+00:00,1261.6,167.7,44.4,9943.21,0.0
2023-10-26T04:45:00+00:00,1255.2,167.4,44.3,9860.16,0.0
2023-10-26T04:30:00+00:00,1246.1,166.8,44.1,9672.94,0.0
2023-10-26T04:15:00+00:00,1235.6,166.3,43.8,9452.47,0.0
2023-10-26T04:00:00+00:00,1228.4,165.9,43.7,9087.47,0.0
2023-10-26T03:45:00+00:00,1224.4,165.5,43.6,8806.6,0.0
2023-10-26T03:30:00+00:00,1217.0,165.2,43.5,8545.09,0.0
2023-10-26T03:15:00+00:00,1207.0,164.8,43.4,8318.76,0.0
2023-10-26T03:00:00+00:00,1196.7,164.1,43.4,7984.7,0.0
2023-10-26T02:45:00+00:00,1184.3,163.5,43.2,7843.01,0.0
2023-10-26T02:30:00+00:00,1172.2,162.6,43.3,7740.76,0.0
2023-10-26T02:15:00+00:00,1160.3,162.2,43.3,7660.33,0.0
2023-10-26T02:00:00+00:00,1147.8,161.5,43.2,7430.99,0.0
2023-10-26T01:45:00+00:00,1135.4,160.9,43.3,7394.21,0.0
2023-10-26T01:30:00+00:00,1121.8,159.9,43.3,7365.84,0.0
2023-10-26T01:15:00+00:00,1107.4,159.6,43.3,7328.25,0.0
2023-10-26T01:00:00+00:00,1091.1,158.8,43.4,7355.52,0.0
2023-10-26T00:45:00+00:00,1071.7,158.1,43.4,7357.11,0.0
2023-10-26T00:30:00+00:00,1055.4,157.4,43.4,7367.49,0.0
2023-10-26T00:15:00+00:00,1040.9,157.4,43.4,7384.32,0.0
2023-10-26T00:00:00+00:00,1027.9,157.1,43.5,7392.83,0.0
2023-10-25T23:45:00+00:00,1018.6,156.8,43.8,7400.22,0.0
2023-10-25T23:30:00+00:00,1005.6,156.7,43.7,7431.82,0.0
2023-10-25T23:15:00+00:00,990.8,156.8,43.7,7462.83,0.0
2023-10-25T23:00:00+00:00,974.0,157.2,43.6,7601.88,0.0
2023-10-25T22:45:00+00:00,952.3,157.7,43.2,7695.28,0.0
2023-10-25T22:30:00+00:00,935.7,157.8,43.0,7789.7,0.0
2023-10-25T22:15:00+00:00,922.3,158.3,42.8,7881.91,0.0
2023-10-25T22:00:00+00:00,910.2,158.7,42.8,7765.37,0.0
2023-10-25T21:45:00+00:00,900.1,159.2,42.7,7847.71,0.0
2023-10-25T21:30:00+00:00,890.2,159.8,42.6,7948.94,0.0
2023-10-25T21:15:00+00:00,880.6,160.0,42.4,8101.53,0.0
2023-10-25T21:00:00+00:00,872.1,160.1,42.2,8259.65,0.0
2023-10-25T20:45:00+00:00,864.5,159.9,42.0,8397.97,0.0
2023-10-25T20:30:00+00:00,857.7,159.5,41.7,8530.61,0.0
2023-10-25T20:15:00+00:00,851.9,159.1,41.2,8696.08,0.0
2023-10-25T20:00:00+00:00,846.7,158.1,40.7,8787.89,0.0
2023-10-25T19:45:00+00:00,842.5,157.2,39.9,8903.28,0.0
2023-10-25T19:30:00+00:00,839.2,156.2,39.3,8955.55,0.0
2023-10-25T19:15:00+00:00,836.5,155.5,38.6,8999.31,0.0
2023-10-25T19:00:00+00:00,835.8,154.3,37.8,9130.27,0.0
2023-10-25T18:45:00+00:00,837.6,152.8,37.0,9255.17,0.0
2023-10-25T18:30:00+00:00,837.6,151.3,36.3,9424.41,0.0
2023-10-25T18:15:00+00:00,836.4,150.0,35.6,9563.71,0.0
2023-10-25T18:00:00+00:00,836.0,148.9,34.8,9709.66,0.0
2023-10-25T17:45:00+00:00,835.7,147.5,33.9,9865.56,0.0
2023-10-25T17:30:00+00:00,834.2,145.9,33.1,9982.09,0.0
2023-10-25T17:15:00+00:00,832.0,144.9,32.5,10121.96,0.0
2023-10-25T17:00:00+00:00,828.8,143.2,31.9,10388.35,0.0
2023-10-25T16:45:00+00:00,824.8,141.7,31.8,10446.05,0.0
2023-10-25T16:30:00+00:00,820.8,140.3,31.4,10431.82,0.0
2023-10-25T16:15:00+00:00,816.8,139.1,31.0,10503.83,0.0
2023-10-25T16:00:00+00:00,812.2,137.8,30.6,10487.72,0.002
2023-10-25T15:45:00+00:00,807.0,136.4,30.1,10440.74,6.268
2023-10-25T15:30:00+00:00,802.0,135.3,29.9,10412.52,27.096
2023-10-25T15:15:00+00:00,797.2,134.9,29.8,10368.17,60.104
2023-10-25T15:00:00+00:00,791.9,134.7,29.6,10186.88,104.829
2023-10-25T14:45:00+00:00,785.6,135.1,29.4,10105.84,161.79
2023-10-25T14:30:00+00:00,780.7,135.5,29.6,9953.29,233.273
2023-10-25T14:15:00+00:00,777.1,136.1,29.6,9873.33,319.244
2023-10-25T14:00:00+00:00,774.0,137.5,30.0,9789.5,413.331
2023-10-25T13:45:00+00:00,771.9,139.8,30.6,9712.13,510.665
2023-10-25T13:30:00+00:00,769.9,141.3,31.1,9684.58,608.712
2023-10-25T13:15:00+00:00,768.4,142.8,31.5,9684.26,708.573
2023-10-25T13:00:00+00:00,767.3,144.3,32.0,9686.12,812.973
2023-10-25T12:45:00+00:00,766.2,146.2,32.8,9721.09,922.953
2023-10-25T12:30:00+00:00,766.4,147.8,33.3,9758.89,1024.335
2023-10-25T12:15:00+00:00,767.6,148.7,33.9,9813.29,1115.691
2023-10-25T12:00:00+00:00,769.2,149.7,34.5,9762.19,1220.092
2023-10-25T11:45:00+00:00,770.3,150.7,34.9,9835.0,1340.86
2023-10-25T11:30:00+00:00,773.7,151.2,35.6,9895.76,1481.892
2023-10-25T11:15:00+00:00,778.8,151.9,35.9,9944.27,1648.636
2023-10-25T11:00:00+00:00,786.3,152.0,36.2,9964.04,1834.699
2023-10-25T10:45:00+00:00,797.1,151.8,36.5,10070.1,2018.567
2023-10-25T10:30:00+00:00,805.9,151.4,36.8,10071.31,2118.762
2023-10-25T10:15:00+00:00,813.6,151.7,37.2,10118.94,2148.741
2023-10-25T10:00:00+00:00,822.4,151.8,37.4,10121.84,2160.399
2023-10-25T09:45:00+00:00,832.2,151.6,37.7,10106.57,2164.48
2023-10-25T09:30:00+00:00,840.1,151.5,37.9,10116.7,2125.8
2023-10-25T09:15:00+00:00,847.4,151.4,38.2,10226.43,2041.535
2023-10-25T09:00:00+00:00,853.4,151.5,38.3,10330.55,1957.507
2023-10-25T08:45:00+00:00,857.9,151.4,38.5,10284.66,1865.336
2023-10-25T08:30:00+00:00,863.2,151.3,38.6,10255.36,1739.404
2023-10-25T08:15:00+00:00,868.6,151.3,38.7,10202.91,1599.378
2023-10-25T08:00:00+00:00,873.8,151.5,38.8,10137.76,1450.834
2023-10-25T07:45:00+00:00,879.2,151.8,38.8,10157.48,1296.887
2023-10-25T07:30:00+00:00,884.2,151.9,38.8,10164.17,1135.01
2023-10-25T07:15:00+00:00,888.8,152.1,38.9,10269.59,966.991
2023-10-25T07:00:00+00:00,893.4,152.3,39.0,10143.77,803.028
2023-10-25T06:45:00+00:00,897.1,152.7,39.1,10170.59,651.844
2023-10-25T06:30:00+00:00,901.5,153.1,39.1,10142.89,496.972
2023-10-25T06:15:00+00:00,905.7,153.6,39.2,10088.38,338.932
2023-10-25T06:00:00+00:00,911.1,154.2,39.3,10156.44,200.11
2023-10-25T05:45:00+00:00,918.7,154.8,39.4,10095.25,93.045
2023-10-25T05:30:00+00:00,922.9,155.5,39.4,10001.23,27.424
2023-10-25T05:15:00+00:00,924.5,156.1,39.5,9940.3,1.922
2023-10-25T05:00:00+00:00,924.1,156.9,39.5,9836.37,0.0
2023-10-25T04:45:00+00:00,920.3,158.2,39.6,9754.21,0.0
2023-10-25T04:30:00+00:00,918.2,159.1,39.6,9569.0,0.0
2023-10-25T04:15:00+00:00,916.9,159.9,39.4,9350.9,0.0
2023-10-25T04:00:00+00:00,914.9,160.8,39.2,8969.89,0.0
2023-10-25T03:45:00+00:00,913.3,162.1,39.1,8692.66,0.0
2023-10-25T03:30:00+00:00,910.9,162.7,38.8,8434.53,0.0
2023-10-25T03:15:00+00:00,907.7,163.2,38.5,8211.13,0.0
2023-10-25T03:00:00+00:00,903.9,163.2,38.2,7862.36,0.0
2023-10-25T02:45:00+00:00,898.9,162.9,37.7,7722.85,0.0
2023-10-25T02:30:00+00:00,894.4,162.2,37.3,7622.16,0.0
2023-10-25T02:15:00+00:00,889.6,161.6,36.9,7542.96,0.0
2023-10-25T02:00:00+00:00,885.8,160.2,36.5,7440.18,0.0
2023-10-25T01:45:00+00:00,884.8,158.5,36.3,7403.35,0.0
2023-10-25T01:30:00+00:00,878.6,156.8,35.8,7374.94,0.0
2023-10-25T01:15:00+00:00,868.3,155.5,35.5,7337.31,0.0
2023-10-25T01:00:00+00:00,856.5,154.0,35.0,7237.33,0.0
2023-10-25T00:45:00+00:00,842.0,152.6,34.9,7238.9,0.0
2023-10-25T00:30:00+00:00,825.3,150.9,34.4,7249.12,0.0
2023-10-25T00:15:00+00:00,806.0,148.8,33.7,7265.67,0.0
2023-10-25T00:00:00+00:00,785.2,146.6,33.1,7317.13,0.0
2023-10-24T23:45:00+00:00,763.8,144.1,32.2,7324.44,0.0
2023-10-24T23:30:00+00:00,737.0,141.1,31.3,7355.72,0.0
2023-10-24T23:15:00+00:00,707.6,137.8,30.1,7386.41,0.0
2023-10-24T23:00:00+00:00,671.6,133.9,28.8,7521.67,0.0
2023-10-24T22:45:00+00:00,620.3,123.8,26.1,7614.08,0.0
2023-10-24T22:30:00+00:00,582.3,119.6,24.7,7707.51,0.0
2023-10-24T22:15:00+00:00,548.7,116.4,23.4,7798.75,0.0
2023-10-24T22:00:00+00:00,514.3,111.2,22.1,7845.9,0.0
2023-10-24T21:45:00+00:00,478.8,104.7,21.0,7929.1,0.0
2023-10-24T21:30:00+00:00,447.7,99.2,19.9,8031.38,0.0
2023-10-24T21:15:00+00:00,419.4,94.7,18.7,8185.56,0.0
2023-10-24T21:00:00+00:00,393.4,90.0,17.6,8311.58,0.0
2023-10-24T20:45:00+00:00,370.8,85.2,16.5,8450.78,0.0
2023-10-24T20:30:00+00:00,348.7,80.9,15.4,8584.25,0.0
2023-10-24T20:15:00+00:00,327.3,77.5,14.3,8750.76,0.0
2023-10-24T20:00:00+00:00,307.2,74.4,13.1,8783.47,0.0
2023-10-24T19:45:00+00:00,288.3,72.5,12.0,8898.81,0.0
2023-10-24T19:30:00+00:00,271.2,70.1,10.9,8951.05,0.0
2023-10-24T19:15:00+00:00,256.0,67.6,10.0,8994.79,0.0
2023-10-24T19:00:00+00:00,242.2,65.5,9.0,9078.35,0.0
2023-10-24T18:45:00+00:00,230.3,63.2,8.1,9202.55,0.0
2023-10-24T18:30:00+00:00,219.8,61.4,7.3,9370.83,0.0
2023-10-24T18:15:00+00:00,210.9,59.4,6.5,9509.34,0.0
2023-10-24T18:00:00+00:00,203.0,58.0,5.8,9628.83,0.0
2023-10-24T17:45:00+00:00,194.7,56.4,5.2,9783.42,0.0
2023-10-24T17:30:00+00:00,190.1,54.9,4.6,9898.99,0.0
2023-10-24T17:15:00+00:00,187.6,53.9,4.1,10037.7,0.0
2023-10-24T17:00:00+00:00,188.6,52.8,3.8,10278.6,0.0
2023-10-24T16:45:00+00:00,193.9,52.0,3.5,10335.69,0.0
2023-10-24T16:30:00+00:00,197.4,50.9,3.2,10321.62,0.0
2023-10-24T16:15:00+00:00,200.0,50.4,2.9,10392.86,0.0
2023-10-24T16:00:00+00:00,204.1,49.8,2.6,10332.31,0.301
2023-10-24T15:45:00+00:00,209.9,49.3,2.3,10286.03,30.835
2023-10-24T15:30:00+00:00,214.5,49.0,2.1,10258.23,145.257
2023-10-24T15:15:00+00:00,217.8,48.7,2.0,10214.53,331.981
2023-10-24T15:00:00+00:00,221.5,48.4,1.9,10021.12,554.19
2023-10-24T14:45:00+00:00,224.8,48.4,1.7,9941.41,789.74
2023-10-24T14:30:00+00:00,227.9,48.3,1.7,9791.34,1050.071
2023-10-24T14:15:00+00:00,231.1,48.4,1.6,9712.67,1367.218
2023-10-24T14:00:00+00:00,234.1,48.7,1.5,9624.3,1730.203
2023-10-24T13:45:00+00:00,236.1,49.7,1.6,9548.25,2123.899
2023-10-24T13:30:00+00:00,239.3,49.9,1.5,9521.16,2532.161
2023-10-24T13:15:00+00:00,242.7,50.7,1.4,9520.84,2909.577
2023-10-24T13:00:00+00:00,246.3,51.2,1.6,9615.67,3200.088
2023-10-24T12:45:00+00:00,248.9,51.9,1.7,9650.39,3436.037
2023-10-24T12:30:00+00:00,253.2,52.4,1.9,9687.92,3625.639
2023-10-24T12:15:00+00:00,259.8,53.3,1.9,9741.92,3787.425
2023-10-24T12:00:00+00:00,263.8,53.9,2.0,9689.95,3946.874
2023-10-24T11:45:00+00:00,262.5,54.7,2.1,9762.23,4073.749
2023-10-24T11:30:00+00:00,272.0,55.6,2.1,9822.53,4159.044
2023-10-24T11:15:00+00:00,288.5,56.5,2.3,9870.68,4212.367
2023-10-24T11:00:00+00:00,310.1,58.0,2.5,9933.57,4224.48
2023-10-24T10:45:00+00:00,338.1,60.2,2.7,10039.31,4204.89
2023-10-24T10:30:00+00:00,367.7,61.9,2.8,10040.51,4124.874
2023-10-24T10:15:00+00:00,399.3,63.7,3.0,10088.0,3999.085
2023-10-24T10:00:00+00:00,435.3,65.7,3.2,10107.23,3830.328
2023-10-24T09:45:00+00:00,476.3,67.6,3.4,10091.98,3633.8
2023-10-24T09:30:00+00:00,518.3,69.6,3.8,10102.09,3410.402
2023-10-24T09:15:00+00:00,561.5,71.6,4.2,10211.66,3145.344
2023-10-24T09:00:00+00:00,607.2,73.9,4.8,10298.38,2870.465
2023-10-24T08:45:00+00:00,655.4,75.8,5.3,10252.64,2586.955
2023-10-24T08:30:00+00:00,705.5,78.1,6.0,10223.42,2283.554
2023-10-24T08:15:00+00:00,758.0,80.8,6.7,10171.13,1982.976
2023-10-24T08:00:00+00:00,814.5,83.2,7.5,10279.64,1686.971
2023-10-24T07:45:00+00:00,876.8,85.6,8.1,10299.64,1405.76
2023-10-24T07:30:00+00:00,935.8,88.5,9.1,10306.42,1140.599
2023-10-24T07:15:00+00:00,992.5,91.6,10.2,10413.32,900.104
2023-10-24T07:00:00+00:00,1051.2,94.5,11.3,10391.28,686.083
2023-10-24T06:45:00+00:00,1112.6,98.1,12.4,10418.76,507.278
2023-10-24T06:30:00+00:00,1169.7,101.8,13.9,10390.39,363.748
2023-10-24T06:15:00+00:00,1225.4,105.5,15.3,10334.54,246.104
2023-10-24T06:00:00+00:00,1276.3,109.1,16.8,10245.23,149.199
2023-10-24T05:45:00+00:00,1318.7,113.4,18.4,10183.51,75.852
2023-10-24T05:30:00+00:00,1371.3,117.1,20.3,10088.66,25.258
2023-10-24T05:15:00+00:00,1427.3,121.0,22.2,10027.2,2.682
2023-10-24T05:00:00+00:00,1495.4,124.6,24.5,9885.75,0.0
2023-10-24T04:45:00+00:00,1587.2,150.2,29.3,9803.18,0.0
2023-10-24T04:30:00+00:00,1648.2,153.7,31.8,9617.04,0.0
2023-10-24T04:15:00+00:00,1690.2,157.2,33.9,9397.85,0.0
2023-10-24T04:00:00+00:00,1719.7,161.1,36.0,9171.03,0.0
2023-10-24T03:45:00+00:00,1727.8,165.6,37.8,8887.58,0.0
2023-10-24T03:30:00+00:00,1743.7,168.9,39.7,8623.67,0.0
2023-10-24T03:15:00+00:00,1761.3,171.5,41.6,8395.25,0.0
2023-10-24T03:00:00+00:00,1774.8,173.5,43.2,8037.92,0.0
2023-10-24T02:45:00+00:00,1786.7,175.1,44.9,7895.29,0.0
